2025-06-02 21:33:05 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2025-06-02 22:41:14 [tomcat-handler-4] INFO  : Initializing Servlet 'dispatcherServlet'
2025-06-02 22:41:14 [tomcat-handler-4] INFO  : Completed initialization in 2 ms
2025-06-02 22:41:14 [tomcat-handler-4] INFO  : New session connected: f81898a4-599c-afa5-38e4-6c5e2eac2344, user: Jerzynki
2025-06-02 22:41:14 [tomcat-handler-5] INFO  : New message from user: Jerzynki
2025-06-02 22:41:14 [tomcat-handler-5] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-6] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-6] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-7] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-7] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-8] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-8] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-9] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-9] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-10] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-10] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-11] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-11] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-12] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-12] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-13] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-13] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-14] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-14] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-15] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-15] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-16] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-16] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-19] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:15 [tomcat-handler-19] INFO  : New message from user: Jerzynki
2025-06-02 22:41:15 [tomcat-handler-19] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:16 [tomcat-handler-19] INFO  : Sending message to owner: f81898a4-599c-afa5-38e4-6c5e2eac2344
2025-06-02 22:41:16 [tomcat-handler-19] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:27 [tomcat-handler-20] INFO  : New message from user: Jerzynki
2025-06-02 22:41:27 [tomcat-handler-20] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:27 [tomcat-handler-20] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:43 [tomcat-handler-21] INFO  : New message from user: Jerzynki
2025-06-02 22:41:43 [tomcat-handler-21] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:41:44 [tomcat-handler-21] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:07 [tomcat-handler-22] INFO  : New message from user: Jerzynki
2025-06-02 22:42:07 [tomcat-handler-22] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:07 [tomcat-handler-22] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:09 [tomcat-handler-23] INFO  : New message from user: Jerzynki
2025-06-02 22:42:09 [tomcat-handler-23] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:09 [tomcat-handler-23] INFO  : End of message processing - session: f81898a4-599c-afa5-38e4-6c5e2eac2344 from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-29] INFO  : New session connected: 01067ca3-24d2-e28d-2303-f3d2dae956fe, user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-30] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-30] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-31] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-31] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-32] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-32] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-33] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-33] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-34] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-34] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-35] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-35] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-36] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-36] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-37] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-37] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-38] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-38] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-39] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-39] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-40] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-40] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-41] INFO  : New message from user: Jerzynki
2025-06-02 22:42:49 [tomcat-handler-41] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:49 [tomcat-handler-45] INFO  : New message from user: Jerzynki
2025-06-02 22:42:51 [tomcat-handler-45] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:51 [tomcat-handler-45] INFO  : Sending message to owner: 01067ca3-24d2-e28d-2303-f3d2dae956fe
2025-06-02 22:42:51 [tomcat-handler-45] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:57 [tomcat-handler-46] INFO  : New message from user: Jerzynki
2025-06-02 22:42:57 [tomcat-handler-46] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
2025-06-02 22:42:57 [tomcat-handler-46] INFO  : Sending message to: f81898a4-599c-afa5-38e4-6c5e2eac2344
2025-06-02 22:42:57 [tomcat-handler-46] INFO  : End of message processing - session: 01067ca3-24d2-e28d-2303-f3d2dae956fe from: UsernamePasswordAuthenticationToken [Principal=org.springframework.security.core.userdetails.User [Username=Jerzynki, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, CredentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_USER]], Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.68.184, SessionId=null], Granted Authorities=[ROLE_USER]]
