2026-03-04 19:29:23 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-04 19:32:05 [tomcat-handler-1] INFO  : New session connected: efd3c00d-a510-0d64-e55a-682362ec22e5, user: t1
2026-03-04 19:32:05 [tomcat-handler-0] INFO  : New session connected: 5c9bcb5b-4446-734b-3444-18e9603058f3, user: t1
2026-03-04 19:32:05 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-2] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-2] INFO  : End of message processing - session: 5c9bcb5b-4446-734b-3444-18e9603058f3 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-3] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-4] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-4] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-5] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-5] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-6] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-7] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-7] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-8] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-8] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-9] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-10] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-11] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-11] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-12] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-12] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:05 [tomcat-handler-13] INFO  : New message from user: t1
2026-03-04 19:32:05 [tomcat-handler-13] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:06 [tomcat-handler-14] INFO  : New message from user: t1
2026-03-04 19:32:06 [tomcat-handler-14] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : New message from user: t1
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 2
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 3
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 4
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 4
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 5
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 5
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 6
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 7
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Attempting to NONE data: 22
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : Sending message to owner: efd3c00d-a510-0d64-e55a-682362ec22e5
2026-03-04 19:32:06 [tomcat-handler-15] INFO  : End of message processing - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:23 [tomcat-handler-17] ERROR : Error null - session: 5c9bcb5b-4446-734b-3444-18e9603058f3 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:23 [tomcat-handler-16] ERROR : Error null - session: efd3c00d-a510-0d64-e55a-682362ec22e5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:32:23 [tomcat-handler-16] INFO  : Session closing: efd3c00d-a510-0d64-e55a-682362ec22e5 - reason: null
2026-03-04 19:32:23 [tomcat-handler-17] INFO  : Session closing: 5c9bcb5b-4446-734b-3444-18e9603058f3 - reason: null
2026-03-04 19:56:05 [tomcat-handler-19] INFO  : New session connected: d16bf985-1a76-6093-dea3-3dc2214ca1eb, user: t1
2026-03-04 19:56:05 [tomcat-handler-18] INFO  : New session connected: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5, user: t1
2026-03-04 19:56:06 [tomcat-handler-20] INFO  : New message from user: t1
2026-03-04 19:56:06 [tomcat-handler-20] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:06 [tomcat-handler-21] INFO  : New message from user: t1
2026-03-04 19:56:06 [tomcat-handler-21] INFO  : End of message processing - session: d16bf985-1a76-6093-dea3-3dc2214ca1eb from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-22] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-22] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-23] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-23] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-24] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-24] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-25] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-25] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-26] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-26] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-27] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-27] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-28] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-28] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-29] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-29] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-30] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-30] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-31] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-31] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-32] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-32] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : New message from user: t1
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 2
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 3
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 4
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 4
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 5
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 5
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 6
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 7
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Attempting to NONE data: 22
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : Sending message to owner: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5
2026-03-04 19:56:07 [tomcat-handler-33] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:28 [tomcat-handler-34] INFO  : New message from user: t1
2026-03-04 19:56:28 [tomcat-handler-34] INFO  : /putShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:28 [tomcat-handler-34] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:33 [tomcat-handler-35] INFO  : New message from user: t1
2026-03-04 19:56:33 [tomcat-handler-35] INFO  : /postShoppingItem connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:33 [tomcat-handler-35] INFO  : End of message processing - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:41 [tomcat-handler-36] ERROR : Error null - session: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:41 [tomcat-handler-37] ERROR : Error null - session: d16bf985-1a76-6093-dea3-3dc2214ca1eb from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 19:56:41 [tomcat-handler-36] INFO  : Session closing: 14c91a4e-09dd-8eab-413f-0ae0b8824aa5 - reason: null
2026-03-04 19:56:41 [tomcat-handler-37] INFO  : Session closing: d16bf985-1a76-6093-dea3-3dc2214ca1eb - reason: null
2026-03-04 20:00:51 [tomcat-handler-38] INFO  : New session connected: d5c34851-b076-05cc-933c-967ac7f4330c, user: t1
2026-03-04 20:00:51 [tomcat-handler-39] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-39] INFO  : End of message processing - session: d5c34851-b076-05cc-933c-967ac7f4330c from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-40] INFO  : New session connected: 3b7e2aac-ce06-59fc-d930-ce66be1197f2, user: t1
2026-03-04 20:00:51 [tomcat-handler-41] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-41] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-42] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-42] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-43] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-43] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-44] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-44] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-45] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-45] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-46] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-46] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-47] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-47] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-48] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-48] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-49] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-49] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-50] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-50] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-51] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-51] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-52] INFO  : New message from user: t1
2026-03-04 20:00:51 [tomcat-handler-52] INFO  : End of message processing - session: 3b7e2aac-ce06-59fc-d930-ce66be1197f2 from: UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=WebAuthenticationDetails [RemoteIpAddress=192.168.0.13, SessionId=null], Granted Authorities=[ROLE_USER]]
2026-03-04 20:00:51 [tomcat-handler-53] INFO  : New message from user: t1
